"28" ,10 ,"Fremont" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Registered Voters" ,"" ,"NP" ,1721 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,431 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,77 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,40 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,3 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,2 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"STANLEY W. WOOD" ,"280021" ,"REP" ,553 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,424 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,89 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,57 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,11 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,5 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"ROBERT G. WILLIAMS" ,"280022" ,"DEM" ,586 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,3 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY COMM B" ,"280020" ,"NP" ,"Write-in " ,"" ,"NP" ,3 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Registered Voters" ,"" ,"NP" ,1721 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,450 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,91 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,70 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,7 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,5 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"CAROLYN L. MOOSMAN" ,"280031" ,"DEM" ,623 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,381 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,73 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,18 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,9 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"COUNTY ASSESSOR" ,"280030" ,"NP" ,"Write-in 30" ,"" ,"NP" ,483 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Registered Voters" ,"" ,"NP" ,1721 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"RYAN TORGERSON" ,"280041" ,"REP" ,802 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"RYAN TORGERSON" ,"280041" ,"REP" ,156 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"RYAN TORGERSON" ,"280041" ,"REP" ,84 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"RYAN TORGERSON" ,"280041" ,"REP" ,13 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"RYAN TORGERSON" ,"280041" ,"REP" ,6 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"RYAN TORGERSON" ,"280041" ,"REP" ,1061 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,6 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY CLERK/AUDITOR" ,"280040" ,"NP" ,"Write-in 20" ,"" ,"NP" ,9 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Registered Voters" ,"" ,"NP" ,1721 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"COLLEEN BRINKERHOFF" ,"280051" ,"REP" ,811 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"COLLEEN BRINKERHOFF" ,"280051" ,"REP" ,155 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"COLLEEN BRINKERHOFF" ,"280051" ,"REP" ,84 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"COLLEEN BRINKERHOFF" ,"280051" ,"REP" ,12 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"COLLEEN BRINKERHOFF" ,"280051" ,"REP" ,6 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"COLLEEN BRINKERHOFF" ,"280051" ,"REP" ,1068 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Write-in 20" ,"" ,"NP" ,3 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY TREASURER/RECORDER" ,"280050" ,"NP" ,"Write-in 20" ,"" ,"NP" ,5 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Registered Voters" ,"" ,"NP" ,1721 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"KURT R. TAYLOR" ,"280061" ,"REP" ,758 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"KURT R. TAYLOR" ,"280061" ,"REP" ,142 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"KURT R. TAYLOR" ,"280061" ,"REP" ,74 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"KURT R. TAYLOR" ,"280061" ,"REP" ,13 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"KURT R. TAYLOR" ,"280061" ,"REP" ,5 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"KURT R. TAYLOR" ,"280061" ,"REP" ,992 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,31 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,5 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,6 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,1 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"COUNTY SHERIFF" ,"280060" ,"NP" ,"Write-in 20" ,"" ,"NP" ,43 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"Registered Voters" ,"" ,"NP" ,1721 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,643 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,113 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,56 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,12 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,4 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"YES" ,"302124" ,"NP" ,828 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,147 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,32 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,19 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,2 ,
"28" ,999999 ,"Election Total" ,"STATE COURT OF APPEALS" ,"302120" ,"NP" ,"NO" ,"302121" ,"NP" ,202 ,
"28" ,999999 ,"Election Total" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,0 ,
"28" ,999999 ,"Election Total" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
"28" ,999999 ,"Election Total" ,"JUVENILE COURT - LYMAN" ,"302740" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,14 ,
