"22" ,10 ,"Abraham" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,103 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,7 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,7 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"YES" ,"302644" ,"NP" ,117 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,19 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,4 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUVENILE COURT - SAINSBURY" ,"302640" ,"NP" ,"NO" ,"302641" ,"NP" ,23 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,40 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,4 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,6 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"YES" ,"140171" ,"NP" ,50 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,94 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,7 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (MILLARD)" ,"310340" ,"NP" ,"NO" ,"140174" ,"NP" ,102 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,43 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,4 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,6 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"YES" ,"140181" ,"NP" ,53 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,92 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,7 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - HARE (FILLMORE)" ,"310360" ,"NP" ,"NO" ,"140184" ,"NP" ,100 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"YES" ,"140201" ,"NP" ,103 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"YES" ,"140201" ,"NP" ,7 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"YES" ,"140201" ,"NP" ,6 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"YES" ,"140201" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"YES" ,"140201" ,"NP" ,116 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"NO" ,"140204" ,"NP" ,21 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"NO" ,"140204" ,"NP" ,4 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"NO" ,"140204" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"NO" ,"140204" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"JUSTICE COURT - ROBISON" ,"310400" ,"NP" ,"NO" ,"140204" ,"NP" ,25 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,34 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,5 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"TOM JETT" ,"302101" ,"NP" ,39 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,91 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,6 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,6 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"DEBRA G. ROBERTS" ,"302104" ,"NP" ,103 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"STATE SCHOOL BOARD D15" ,"302100" ,"NP" ,"Write-in 30" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,75 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,6 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,3 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"YES" ,"302804" ,"NP" ,84 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,56 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,5 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,3 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT A" ,"302800" ,"NP" ,"NO" ,"302801" ,"NP" ,64 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"Registered Voters" ,"" ,"NP" ,196 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,92 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,9 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,6 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"YES" ,"302824" ,"NP" ,107 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,39 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,2 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,0 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT B" ,"302820" ,"NP" ,"NO" ,"302821" ,"NP" ,41 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"22" ,160 ,"Scipio" ,"CONST AMENDMENT C" ,"302840" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
