"8" ,1 ,"1.1,1.2" ,"Race Statistics" ,"" ,"NP" ,"Number of Precincts" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY COMM B" ,"080200" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Registered Voters" ,"" ,"NP" ,495 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"KRIS BELL" ,"080301" ,"REP" ,250 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"KRIS BELL" ,"080301" ,"REP" ,18 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"KRIS BELL" ,"080301" ,"REP" ,4 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"KRIS BELL" ,"080301" ,"REP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"KRIS BELL" ,"080301" ,"REP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"KRIS BELL" ,"080301" ,"REP" ,273 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ASSESSOR" ,"080300" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Registered Voters" ,"" ,"NP" ,495 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"DAVID A. BLACKWELL" ,"080401" ,"REP" ,234 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"DAVID A. BLACKWELL" ,"080401" ,"REP" ,19 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"DAVID A. BLACKWELL" ,"080401" ,"REP" ,4 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"DAVID A. BLACKWELL" ,"080401" ,"REP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"DAVID A. BLACKWELL" ,"080401" ,"REP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"DAVID A. BLACKWELL" ,"080401" ,"REP" ,258 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,7 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY ATTORNEY" ,"080400" ,"NP" ,"Write-in 20" ,"" ,"NP" ,7 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Registered Voters" ,"" ,"NP" ,495 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"BRENDA D. TUTTLE" ,"080501" ,"REP" ,249 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"BRENDA D. TUTTLE" ,"080501" ,"REP" ,18 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"BRENDA D. TUTTLE" ,"080501" ,"REP" ,4 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"BRENDA D. TUTTLE" ,"080501" ,"REP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"BRENDA D. TUTTLE" ,"080501" ,"REP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"BRENDA D. TUTTLE" ,"080501" ,"REP" ,272 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY CLERK/AUDITOR" ,"080500" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Registered Voters" ,"" ,"NP" ,495 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"DIXIE SWASEY" ,"080601" ,"REP" ,250 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"DIXIE SWASEY" ,"080601" ,"REP" ,19 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"DIXIE SWASEY" ,"080601" ,"REP" ,4 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"DIXIE SWASEY" ,"080601" ,"REP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"DIXIE SWASEY" ,"080601" ,"REP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"DIXIE SWASEY" ,"080601" ,"REP" ,274 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY RECORDER" ,"080600" ,"NP" ,"Write-in 20" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Registered Voters" ,"" ,"NP" ,495 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"GREG FUNK" ,"080701" ,"REP" ,168 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"GREG FUNK" ,"080701" ,"REP" ,13 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"GREG FUNK" ,"080701" ,"REP" ,4 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"GREG FUNK" ,"080701" ,"REP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"GREG FUNK" ,"080701" ,"REP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"GREG FUNK" ,"080701" ,"REP" ,186 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"LAMAR GUYMON" ,"080702" ,"DEM" ,101 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"LAMAR GUYMON" ,"080702" ,"DEM" ,8 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"LAMAR GUYMON" ,"080702" ,"DEM" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"LAMAR GUYMON" ,"080702" ,"DEM" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"LAMAR GUYMON" ,"080702" ,"DEM" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"LAMAR GUYMON" ,"080702" ,"DEM" ,109 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY SHERIFF" ,"080700" ,"NP" ,"Write-in 30" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts for Race" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Number of Precincts Reporting" ,"" ,"NP" ,1 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,0 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"Registered Voters" ,"" ,"NP" ,495 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"STEVEN J. BARTON" ,"080801" ,"REP" ,254 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"STEVEN J. BARTON" ,"080801" ,"REP" ,19 ,
"8" ,10 ,"10.22,10.23" ,"COUNTY TREASURER" ,"080800" ,"NP" ,"STEVEN J. BARTON" ,"080801" ,"REP" ,4 ,
